"Objekt-ID";"Kunde";"Ort";"Objekttyp";"Leistung";"Kategorie";"Saison";"Frequenz";"Dauer je Einsatz (min)";"Einsaetze/Monat";"Minuten/Monat";"Zugewiesenes Team"
"WSG-016";"Alpina Immobilien Verwaltung AG";"Pfäffikon SZ";"Wohn- und Geschaeftshaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team Limmattal (A. Costa)"
"WSG-016";"Alpina Immobilien Verwaltung AG";"Pfäffikon SZ";"Wohn- und Geschaeftshaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"18";"4.33";"78";"Team Limmattal (A. Costa)"
"WSG-016";"Alpina Immobilien Verwaltung AG";"Pfäffikon SZ";"Wohn- und Geschaeftshaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"35";"0.83";"29";"Team Limmattal (A. Costa)"
"WSG-016";"Alpina Immobilien Verwaltung AG";"Pfäffikon SZ";"Wohn- und Geschaeftshaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"14";"4.33";"61";"Team Limmattal (A. Costa)"
"WSG-016";"Alpina Immobilien Verwaltung AG";"Pfäffikon SZ";"Wohn- und Geschaeftshaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"49";"1";"49";"Team Limmattal (A. Costa)"
"WSG-016";"Alpina Immobilien Verwaltung AG";"Pfäffikon SZ";"Wohn- und Geschaeftshaus";"Sanitaerreinigung";"UR";"Ganzjahr";"woechentlich";"27";"4.33";"117";"Team Limmattal (A. Costa)"
"WSG-016";"Alpina Immobilien Verwaltung AG";"Pfäffikon SZ";"Wohn- und Geschaeftshaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"25";"4.33";"108";"Team Limmattal (A. Costa)"
"WSG-017";"Alpina Immobilien Verwaltung AG";"Wilen b. Wollerau";"Wohn- und Geschaeftshaus";"Treppenhausreinigung";"UR";"Ganzjahr";"14-taeglich";"42";"2.17";"91";"Team Oberland (D. Meier)"
"WSG-017";"Alpina Immobilien Verwaltung AG";"Wilen b. Wollerau";"Wohn- und Geschaeftshaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"14-taeglich";"33";"2.17";"72";"Team Oberland (D. Meier)"
"WSG-017";"Alpina Immobilien Verwaltung AG";"Wilen b. Wollerau";"Wohn- und Geschaeftshaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"14-taeglich";"19";"2.17";"41";"Team Oberland (D. Meier)"
"WSG-017";"Alpina Immobilien Verwaltung AG";"Wilen b. Wollerau";"Wohn- und Geschaeftshaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"32";"0.83";"27";"Team Oberland (D. Meier)"
"WSG-017";"Alpina Immobilien Verwaltung AG";"Wilen b. Wollerau";"Wohn- und Geschaeftshaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"14";"4.33";"61";"Team Oberland (D. Meier)"
"WSG-017";"Alpina Immobilien Verwaltung AG";"Wilen b. Wollerau";"Wohn- und Geschaeftshaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"50";"1";"50";"Team Oberland (D. Meier)"
"WSG-017";"Alpina Immobilien Verwaltung AG";"Wilen b. Wollerau";"Wohn- und Geschaeftshaus";"Sanitaerreinigung";"UR";"Ganzjahr";"14-taeglich";"26";"2.17";"56";"Team Oberland (D. Meier)"
"WSG-017";"Alpina Immobilien Verwaltung AG";"Wilen b. Wollerau";"Wohn- und Geschaeftshaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"14-taeglich";"26";"2.17";"56";"Team Oberland (D. Meier)"
"WSG-017";"Alpina Immobilien Verwaltung AG";"Wilen b. Wollerau";"Wohn- und Geschaeftshaus";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"42";"0.33";"14";"Team Oberland (D. Meier)"
"WSG-018";"Limmattal Hausverwaltung GmbH";"Wilen b. Wollerau";"Mehrfamilienhaus";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"36";"4.33";"156";"Springer-Team (R. Iseni)"
"WSG-018";"Limmattal Hausverwaltung GmbH";"Wilen b. Wollerau";"Mehrfamilienhaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"33";"4.33";"143";"Springer-Team (R. Iseni)"
"WSG-018";"Limmattal Hausverwaltung GmbH";"Wilen b. Wollerau";"Mehrfamilienhaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Springer-Team (R. Iseni)"
"WSG-018";"Limmattal Hausverwaltung GmbH";"Wilen b. Wollerau";"Mehrfamilienhaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"19";"4.33";"82";"Springer-Team (R. Iseni)"
"WSG-018";"Limmattal Hausverwaltung GmbH";"Wilen b. Wollerau";"Mehrfamilienhaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"29";"0.83";"24";"Springer-Team (R. Iseni)"
"WSG-018";"Limmattal Hausverwaltung GmbH";"Wilen b. Wollerau";"Mehrfamilienhaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"14";"4.33";"61";"Springer-Team (R. Iseni)"
"WSG-018";"Limmattal Hausverwaltung GmbH";"Wilen b. Wollerau";"Mehrfamilienhaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"50";"1";"50";"Springer-Team (R. Iseni)"
"WSG-018";"Limmattal Hausverwaltung GmbH";"Wilen b. Wollerau";"Mehrfamilienhaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"26";"4.33";"113";"Springer-Team (R. Iseni)"
"WSG-018";"Limmattal Hausverwaltung GmbH";"Wilen b. Wollerau";"Mehrfamilienhaus";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"42";"0.33";"14";"Springer-Team (R. Iseni)"
"WSG-019";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"59";"4.33";"255";"Team See (T. Frei)"
"WSG-019";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"27";"4.33";"117";"Team See (T. Frei)"
"WSG-019";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team See (T. Frei)"
"WSG-019";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"22";"4.33";"95";"Team See (T. Frei)"
"WSG-019";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"32";"0.83";"27";"Team See (T. Frei)"
"WSG-019";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"18";"4.33";"78";"Team See (T. Frei)"
"WSG-019";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"61";"1";"61";"Team See (T. Frei)"
"WSG-019";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Sanitaerreinigung";"UR";"Ganzjahr";"woechentlich";"24";"4.33";"104";"Team See (T. Frei)"
"WSG-019";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"31";"4.33";"134";"Team See (T. Frei)"
"WSG-020";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohnueberbauung";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"142";"4.33";"615";"Springer-Team (R. Iseni)"
"WSG-020";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohnueberbauung";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"67";"4.33";"290";"Springer-Team (R. Iseni)"
"WSG-020";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohnueberbauung";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"93";"1.63";"152";"Springer-Team (R. Iseni)"
"WSG-020";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohnueberbauung";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"35";"4.33";"152";"Springer-Team (R. Iseni)"
"WSG-020";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohnueberbauung";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"41";"0.83";"34";"Springer-Team (R. Iseni)"
"WSG-020";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohnueberbauung";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"30";"4.33";"130";"Springer-Team (R. Iseni)"
"WSG-020";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohnueberbauung";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"100";"1";"100";"Springer-Team (R. Iseni)"
"WSG-020";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohnueberbauung";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"52";"4.33";"225";"Springer-Team (R. Iseni)"
"WSG-021";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Treppenhausreinigung";"UR";"Ganzjahr";"14-taeglich";"48";"2.17";"104";"Team Nord (M. Kaya)"
"WSG-021";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"14-taeglich";"60";"2.17";"130";"Team Nord (M. Kaya)"
"WSG-021";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team Nord (M. Kaya)"
"WSG-021";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"14-taeglich";"17";"2.17";"37";"Team Nord (M. Kaya)"
"WSG-021";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"38";"0.83";"32";"Team Nord (M. Kaya)"
"WSG-021";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"13";"4.33";"56";"Team Nord (M. Kaya)"
"WSG-021";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Sanitaerreinigung";"UR";"Ganzjahr";"14-taeglich";"35";"2.17";"76";"Team Nord (M. Kaya)"
"WSG-021";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"14-taeglich";"24";"2.17";"52";"Team Nord (M. Kaya)"
"WSG-021";"Limmattal Hausverwaltung GmbH";"Frauenfeld";"Wohn- und Geschaeftshaus";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"60";"0.33";"20";"Team Nord (M. Kaya)"
"WSG-022";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Treppenhausreinigung";"UR";"Ganzjahr";"2x woechentlich";"48";"8.7";"418";"Team See (T. Frei)"
"WSG-022";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"2x woechentlich";"35";"8.7";"304";"Team See (T. Frei)"
"WSG-022";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team See (T. Frei)"
"WSG-022";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"2x woechentlich";"19";"8.7";"165";"Team See (T. Frei)"
"WSG-022";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"35";"0.83";"29";"Team See (T. Frei)"
"WSG-022";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"14";"4.33";"61";"Team See (T. Frei)"
"WSG-022";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"26";"4.33";"113";"Team See (T. Frei)"
"WSG-023";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Treppenhausreinigung";"UR";"Ganzjahr";"2x woechentlich";"50";"8.7";"435";"Team Oberland (D. Meier)"
"WSG-023";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"2x woechentlich";"29";"8.7";"252";"Team Oberland (D. Meier)"
"WSG-023";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"27";"1.63";"44";"Team Oberland (D. Meier)"
"WSG-023";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"2x woechentlich";"21";"8.7";"183";"Team Oberland (D. Meier)"
"WSG-023";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"29";"0.83";"24";"Team Oberland (D. Meier)"
"WSG-023";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"18";"4.33";"78";"Team Oberland (D. Meier)"
"WSG-023";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"60";"1";"60";"Team Oberland (D. Meier)"
"WSG-023";"Limmattal Hausverwaltung GmbH";"Baar";"Mehrfamilienhaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"30";"4.33";"130";"Team Oberland (D. Meier)"
"WSG-024";"Limmattal Hausverwaltung GmbH";"Baar";"Wohnueberbauung";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"140";"4.33";"606";"Team See (T. Frei)"
"WSG-024";"Limmattal Hausverwaltung GmbH";"Baar";"Wohnueberbauung";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"97";"4.33";"420";"Team See (T. Frei)"
"WSG-024";"Limmattal Hausverwaltung GmbH";"Baar";"Wohnueberbauung";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"139";"1.63";"227";"Team See (T. Frei)"
"WSG-024";"Limmattal Hausverwaltung GmbH";"Baar";"Wohnueberbauung";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"35";"4.33";"152";"Team See (T. Frei)"
"WSG-024";"Limmattal Hausverwaltung GmbH";"Baar";"Wohnueberbauung";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"41";"0.83";"34";"Team See (T. Frei)"
"WSG-024";"Limmattal Hausverwaltung GmbH";"Baar";"Wohnueberbauung";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"30";"4.33";"130";"Team See (T. Frei)"
"WSG-024";"Limmattal Hausverwaltung GmbH";"Baar";"Wohnueberbauung";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"98";"1";"98";"Team See (T. Frei)"
"WSG-024";"Limmattal Hausverwaltung GmbH";"Baar";"Wohnueberbauung";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"51";"4.33";"221";"Team See (T. Frei)"
"WSG-025";"Pfister & Partner Immobilien AG";"Baar";"Mehrfamilienhaus";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"42";"4.33";"182";"Team See (T. Frei)"
"WSG-025";"Pfister & Partner Immobilien AG";"Baar";"Mehrfamilienhaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"25";"4.33";"108";"Team See (T. Frei)"
"WSG-025";"Pfister & Partner Immobilien AG";"Baar";"Mehrfamilienhaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team See (T. Frei)"
"WSG-025";"Pfister & Partner Immobilien AG";"Baar";"Mehrfamilienhaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"19";"4.33";"82";"Team See (T. Frei)"
"WSG-025";"Pfister & Partner Immobilien AG";"Baar";"Mehrfamilienhaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"32";"0.83";"27";"Team See (T. Frei)"
"WSG-025";"Pfister & Partner Immobilien AG";"Baar";"Mehrfamilienhaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"14";"4.33";"61";"Team See (T. Frei)"
"WSG-025";"Pfister & Partner Immobilien AG";"Baar";"Mehrfamilienhaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"26";"4.33";"113";"Team See (T. Frei)"
"WSG-026";"Pfister & Partner Immobilien AG";"Zug";"Mehrfamilienhaus";"Treppenhausreinigung";"UR";"Ganzjahr";"2x woechentlich";"64";"8.7";"557";"Team Sued (P. Rrahmani)"
"WSG-026";"Pfister & Partner Immobilien AG";"Zug";"Mehrfamilienhaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"2x woechentlich";"20";"8.7";"174";"Team Sued (P. Rrahmani)"
"WSG-026";"Pfister & Partner Immobilien AG";"Zug";"Mehrfamilienhaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"25";"1.63";"41";"Team Sued (P. Rrahmani)"
"WSG-026";"Pfister & Partner Immobilien AG";"Zug";"Mehrfamilienhaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"2x woechentlich";"23";"8.7";"200";"Team Sued (P. Rrahmani)"
"WSG-026";"Pfister & Partner Immobilien AG";"Zug";"Mehrfamilienhaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"32";"0.83";"27";"Team Sued (P. Rrahmani)"
"WSG-026";"Pfister & Partner Immobilien AG";"Zug";"Mehrfamilienhaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"20";"4.33";"87";"Team Sued (P. Rrahmani)"
"WSG-026";"Pfister & Partner Immobilien AG";"Zug";"Mehrfamilienhaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"64";"1";"64";"Team Sued (P. Rrahmani)"
"WSG-026";"Pfister & Partner Immobilien AG";"Zug";"Mehrfamilienhaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"33";"4.33";"143";"Team Sued (P. Rrahmani)"
"WSG-027";"Pfister & Partner Immobilien AG";"Zug";"Wohnueberbauung";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"122";"4.33";"528";"Springer-Team (R. Iseni)"
"WSG-027";"Pfister & Partner Immobilien AG";"Zug";"Wohnueberbauung";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"80";"4.33";"346";"Springer-Team (R. Iseni)"
"WSG-027";"Pfister & Partner Immobilien AG";"Zug";"Wohnueberbauung";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"91";"1.63";"148";"Springer-Team (R. Iseni)"
"WSG-027";"Pfister & Partner Immobilien AG";"Zug";"Wohnueberbauung";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"35";"4.33";"152";"Springer-Team (R. Iseni)"
"WSG-027";"Pfister & Partner Immobilien AG";"Zug";"Wohnueberbauung";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"32";"0.83";"27";"Springer-Team (R. Iseni)"
"WSG-027";"Pfister & Partner Immobilien AG";"Zug";"Wohnueberbauung";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"30";"4.33";"130";"Springer-Team (R. Iseni)"
"WSG-027";"Pfister & Partner Immobilien AG";"Zug";"Wohnueberbauung";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"98";"1";"98";"Springer-Team (R. Iseni)"
"WSG-027";"Pfister & Partner Immobilien AG";"Zug";"Wohnueberbauung";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"51";"4.33";"221";"Springer-Team (R. Iseni)"
"WSG-027";"Pfister & Partner Immobilien AG";"Zug";"Wohnueberbauung";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"73";"0.33";"24";"Springer-Team (R. Iseni)"
"WSG-028";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Treppenhausreinigung";"UR";"Ganzjahr";"2x woechentlich";"59";"8.7";"513";"Team Limmattal (A. Costa)"
"WSG-028";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"2x woechentlich";"34";"8.7";"296";"Team Limmattal (A. Costa)"
"WSG-028";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Team Limmattal (A. Costa)"
"WSG-028";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"2x woechentlich";"22";"8.7";"191";"Team Limmattal (A. Costa)"
"WSG-028";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"32";"0.83";"27";"Team Limmattal (A. Costa)"
"WSG-028";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"18";"4.33";"78";"Team Limmattal (A. Costa)"
"WSG-028";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Tiefgaragenreinigung";"SR";"Ganzjahr";"monatlich";"61";"1";"61";"Team Limmattal (A. Costa)"
"WSG-028";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Sanitaerreinigung";"UR";"Ganzjahr";"2x woechentlich";"26";"8.7";"226";"Team Limmattal (A. Costa)"
"WSG-028";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"31";"4.33";"134";"Team Limmattal (A. Costa)"
"WSG-028";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"43";"0.33";"14";"Team Limmattal (A. Costa)"
"WSG-029";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"51";"4.33";"221";"Springer-Team (R. Iseni)"
"WSG-029";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"34";"4.33";"147";"Springer-Team (R. Iseni)"
"WSG-029";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"20";"1.63";"33";"Springer-Team (R. Iseni)"
"WSG-029";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"18";"4.33";"78";"Springer-Team (R. Iseni)"
"WSG-029";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"38";"0.83";"32";"Springer-Team (R. Iseni)"
"WSG-029";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Entsorgung/Kehrichtdienst";"UR";"Ganzjahr";"woechentlich";"14";"4.33";"61";"Springer-Team (R. Iseni)"
"WSG-029";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Sanitaerreinigung";"UR";"Ganzjahr";"woechentlich";"26";"4.33";"113";"Springer-Team (R. Iseni)"
"WSG-029";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Technischer Hauswart (Kontrollgang/Kleinreparaturen)";"TH";"Ganzjahr";"woechentlich";"25";"4.33";"108";"Springer-Team (R. Iseni)"
"WSG-029";"Pfister & Partner Immobilien AG";"Zug";"Wohn- und Geschaeftshaus";"Fensterreinigung";"SR";"Ganzjahr";"quartalsweise";"43";"0.33";"14";"Springer-Team (R. Iseni)"
"WSG-030";"Pfister & Partner Immobilien AG";"Adliswil";"Mehrfamilienhaus";"Treppenhausreinigung";"UR";"Ganzjahr";"woechentlich";"33";"4.33";"143";"Team Oberland (D. Meier)"
"WSG-030";"Pfister & Partner Immobilien AG";"Adliswil";"Mehrfamilienhaus";"Unterhaltsreinigung";"UR";"Ganzjahr";"woechentlich";"25";"4.33";"108";"Team Oberland (D. Meier)"
"WSG-030";"Pfister & Partner Immobilien AG";"Adliswil";"Mehrfamilienhaus";"Gartenpflege/Gruenunterhalt";"GU";"Mrz-Nov";"14-taeglich (Mrz-Nov)";"25";"1.63";"41";"Team Oberland (D. Meier)"
"WSG-030";"Pfister & Partner Immobilien AG";"Adliswil";"Mehrfamilienhaus";"Umgebungsunterhalt (Wege/Vorplatz)";"UR";"Ganzjahr";"woechentlich";"18";"4.33";"78";"Team Oberland (D. Meier)"
"WSG-030";"Pfister & Partner Immobilien AG";"Adliswil";"Mehrfamilienhaus";"Winterdienst";"WD";"Dez-Feb";"nach Bedarf (Winter)";"29";"0.83";"24";"Team Oberland (D. Meier)"
